Waterpoint,zebra,wildebeest,oryx,eland,elephant,impala,rhino,giraffe,kudu,springbok,time_range_days,RAI_zebra,RAI_wildebeest,RAI_oryx,RAI_eland,RAI_elephant,RAI_impala,RAI_rhino,RAI_giraffe,RAI_kudu,RAI_springbok,Woody.fraction,Herbaceous.fraction,Bare.fraction,Site,Area..ha.,Week,Grazing_units_absolute,Browsing_units_absolute,Grazing_percentage_zebra,Browsing_percentage_zebra,Grazing_percentage_wildebeest,Browsing_percentage_wildebeest,Grazing_percentage_oryx,Browsing_percentage_oryx,Grazing_percentage_eland,Browsing_percentage_eland,Grazing_percentage_elephant,Browsing_percentage_elephant,Grazing_percentage_impala,Browsing_percentage_impala,Grazing_percentage_rhino,Browsing_percentage_rhino,Grazing_percentage_giraffe,Browsing_percentage_giraffe,Grazing_percentage_kudu,Browsing_percentage_kudu,Grazing_percentage_springbok,Browsing_percentage_springbok,Grazing_units_per_1000ha,Browsing_units_per_1000ha
B11,1,0,3,1,4,2,6,7,2,0,7.047013889,0.141904077,0,0.42571223,0.141904077,0.567616307,0.283808154,0.851424461,0.993328538,0.283808154,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,6,2.430816835,13.74057176,7.1803853,0.113601157,0,0,14.53590191,1.053392543,5.837711626,1.259940103,63.98131931,45.81224825,1.634559255,0.454404627,4.203152366,22.36910049,1.22591944,27.18165859,1.40105079,1.755654242,0,0,6.610639778,29.50814442
B11,1,13,2,0,4,14,7,4,5,0,7.043715278,0.141970531,1.845616906,0.283941063,0,0.567882125,1.987587438,0.993793719,0.567882125,0.709852656,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,7,4.071714836,13.4687443,4.288702921,0.115948139,39.43514644,2.192473911,5.788005589,0.716770318,0,0,38.21478382,46.75872246,6.834030685,3.246547908,2.928870294,26.63644988,0.418410042,15.8532729,2.092050208,4.479814481,0,0,11.07308443,28.92438969
B6,4,2,9,13,8,7,18,9,24,0,7.040671296,0.568127645,0.284063822,1.2782872,1.846414845,1.136255289,0.994223378,2.556574401,1.2782872,3.408765868,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,28,7.860045963,32.54803276,8.890495128,0.192005586,3.144199491,0.139640426,13.49837369,1.335311572,23.49114565,6.920928609,39.60968558,38.71530808,1.770870979,0.67201955,3.9031442,28.35573399,0.487893025,14.76697504,5.204192267,8.902077153,0,0,11.49699105,35.19405312
B4,17,26,10,9,4,218,8,1,3,2,7.038993056,2.415118166,3.693710136,1.420657745,1.27859197,0.568263098,30.97033884,1.136526196,0.142065774,0.426197323,0.284131549,0.6316539,0.2673118,0.101034164,B4,5438.99848,7,14.7293795,21.08540225,20.16782407,1.259938014,21.81712963,2.802856758,8.005401236,2.290796389,8.680555553,7.397924806,10.57098766,29.88815524,29.4367284,32.31370436,0.925925926,19.45829403,0.028935185,2.533351292,0.347222222,1.71809729,0.019290123,0.336881822,10.13088496,6.137390703
B11,0,1,3,1,16,21,15,1,1,0,7.038553241,0,0.142074652,0.426223955,0.142074652,2.273194427,2.983567685,2.131119775,0.142074652,0.142074652,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,31,7.542743259,34.55539678,0,0,1.638726694,0.065784064,4.690148803,0.419373407,1.883593901,0.501603488,82.57675645,72.95452676,5.537766056,1.899514842,3.390469014,22.26379409,0.056507817,1.545925503,0.226031268,0.34947784,0,0,20.51259391,74.20838499
B4,81,34,23,48,24,226,22,39,95,7,7.033333333,11.51658768,4.834123223,3.27014218,6.82464455,3.412322275,32.13270142,3.127962085,5.545023697,13.507109,0.995260664,0.6316539,0.2673118,0.101034164,B4,5438.99848,37,43.93080569,100.2611374,32.24480549,1.263525108,9.573435174,0.771445183,6.178393423,1.108952451,15.53498608,8.304380504,21.28293093,37.74409008,10.24014499,7.050782081,0.854424234,11.26253244,0.378665286,20.79498561,3.689559193,11.45113944,0.022655188,0.248167109,30.21566108,29.18330727
B1,3,2,4,4,22,16,19,5,4,1,7.0328125,0.426571873,0.284381249,0.568762497,0.568762497,3.128193735,2.275049989,2.701621862,0.710953122,0.568762497,0.142190624,0.6375721,0.23959127,0.12283663,B1,3170.345282,18,11.11788492,49.11690736,4.719273565,0.095533104,2.225348513,0.092638161,4.24606727,0.393712185,5.115743699,1.412731957,77.09425758,70.63080798,2.864816473,1.019019772,2.91597391,19.85641085,0.191840389,5.44249197,0.613889244,0.984280462,0.012789359,0.072373563,14.63674885,24.29937737
B3,10,0,1,1,1,9,10,1,1,0,7.030856481,1.422301824,0,0.142230182,0.142230182,0.142230182,1.280071642,1.422301824,0.142230182,0.142230182,0,0.5095692,0.35029477,0.14013608,B3,1480.765,15,2.770643951,8.027471488,63.14168382,1.948972362,0,0,4.260780278,0.602409637,5.133470215,2.161587522,14.06570839,19.64918494,6.468172491,3.508150252,6.160164275,63.96172932,0.154004106,6.661941872,0.616016426,1.506024093,0,0,5.341471621,10.63872201
B10,10,6,5,2,16,50,12,15,25,6,7.029652778,1.422545368,0.853527221,0.711272684,0.284509074,2.276072589,7.112726842,1.707054442,2.133818052,3.556363421,0.853527221,0.42945632,0.3802739,0.19026981,B10,1033.385621,29,11.3035455,45.11033617,15.47948653,0.346882785,6.569343066,0.302734067,5.222753586,0.536091577,2.516989684,0.769449088,55.17241379,55.95534672,8.809463882,3.468827852,1.81223257,13.66087478,0.566322678,17.78562644,3.775484521,6.701144714,0.07550969,0.47302198,28.76442876,101.64702
B6,5,2,10,55,7,7,27,7,29,0,7.026527778,0.711589018,0.284635607,1.423178036,7.827479196,0.996224625,0.996224625,3.842580696,0.996224625,4.127216303,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,16,13.98699373,42.55017691,6.257631259,0.183958793,1.77045177,0.107030571,8.445258447,1.137199813,55.96255596,22.44297277,19.51566952,25.96494749,0.997150997,0.515084621,3.296703296,32.60084286,0.213675214,8.803264433,3.54090354,8.244698641,0,0,20.45895692,46.00933019
B2,4,0,4,8,4,21,12,11,0,0,7.026064815,0.569308725,0,0.569308725,1.13861745,0.569308725,2.988870805,1.707926174,1.565598993,0,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,15,4.541660353,20.66875325,15.41836415,0.302988569,0,0,10.40426199,0.936510123,25.07051081,6.720837352,34.34659981,30.54675665,9.21341272,3.181379975,4.512691944,29.83060184,1.034158571,28.48092549,0,0,0,0,17.16474237,23.89759321
B5,18,12,25,18,13,92,26,5,75,0,7.02375,2.562733582,1.708489055,3.559352198,2.562733582,1.850863143,13.09841609,3.701726286,0.71187044,10.67805659,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,20,18.80761701,53.4159103,16.76003028,0.527746681,7.90310371,0.511754358,15.70779712,2.265579189,13.62604088,5.853190467,26.9644209,38.42688843,9.750189252,5.394743857,2.361847086,25.01732502,0.113550341,5.010928091,6.813020437,16.99184391,0,0,26.34566822,57.56179253
B8,0,1,19,2,7,32,8,4,3,0,7.021909722,0,0.142411401,2.705816616,0.284822802,0.996879806,4.557164826,1.139291207,0.569645603,0.427234202,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,6,6.229074673,19.9660784,0,0,1.989026065,0.114122682,36.05395519,4.607703281,4.572473713,1.740370901,43.85002286,55.37089872,10.2423411,5.021398002,2.19478738,20.59914408,0.274348422,10.72753209,0.823045266,1.81883024,0,0,9.137904515,21.82790923
B4,22,7,14,33,20,28,18,20,41,1,7.020277778,3.133779132,0.997111542,1.994223084,4.700668698,2.84889012,3.988446168,2.564001108,2.84889012,5.840224746,0.142444506,0.6316539,0.2673118,0.101034164,B4,5438.99848,47,20.53764888,64.35642781,18.76820641,0.535635237,4.223886808,0.2478973,8.059370232,1.053563524,22.8880566,8.911022576,38.0080455,49.09251881,2.718823693,1.363435148,1.498127341,14.38247012,0.416146484,16.64453298,3.412401165,7.713590084,0.006935775,0.055334219,14.12581964,18.73241673
B1,12,1,2,8,0,28,10,1,5,0,7.016469907,1.710261735,0.142521811,0.285043623,1.14017449,0,3.990610716,1.425218113,0.142521811,0.712609056,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,15,4.423877022,8.863431443,47.55154639,2.122527737,2.802835046,0.257276089,5.347938153,1.093423382,25.77319587,15.69384145,0,0,12.62886598,9.905129443,3.865979382,58.04791769,0.096649484,6.04598809,1.93298969,6.833896122,0,0,5.82405533,4.384963896
B5,5,5,9,18,25,47,23,3,27,0,7.011296296,0.713134888,0.713134888,1.283642799,2.567285597,3.565674441,6.703467949,3.280420485,0.427880933,3.850928396,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,16,16.70732416,61.50360529,5.250128051,0.127545105,3.713505207,0.185520152,6.376984806,0.709614582,15.36622844,5.092528175,58.47703603,64.29432772,5.617210176,2.397847966,2.356155028,19.25467279,0.076831142,2.615834146,2.76592112,5.322109364,0,0,23.40358265,66.27721493
B6,2,0,10,48,10,5,31,7,27,0,7.010925926,0.285269025,0,1.426345123,6.846456589,1.426345123,0.713172561,4.42166988,0.998441586,3.851131831,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,20,13.41192319,47.83391004,2.616186327,0.065601145,0,0,8.826970117,1.013835878,51.04753801,17.46183206,29.13963629,33.06894085,0.744443262,0.328005725,3.956184196,33.37010973,0.223332979,7.848282443,3.445708816,6.843392175,0,0,19.61779378,51.72260896
B7,1,28,66,0,5,127,6,19,106,0,7.01037037,0.142645816,3.99408284,9.414623838,0,0.713229079,18.1160186,0.855874894,2.710270499,15.12045647,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,28,17.95340237,41.88366442,0.977276341,0.037463388,19.35483871,1.525781622,43.52455108,7.642531162,0,0,10.88511044,18.88495335,14.12680756,9.515700565,0.572064198,7.37688168,0.452884157,24.33076766,10.1064675,30.68592058,0,0,43.26923224,30.70094187
B10,5,1,1,0,1,5,8,6,5,0,7.00869213,0.713399862,0.142679972,0.142679972,0,0.142679972,0.713399862,1.14143978,0.856079835,0.713399862,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,15,1.859120039,9.834930498,47.19877211,0.797910924,6.67689945,0.232119541,6.369915567,0.493254024,0,0,21.02839597,16.08878568,5.372217963,1.595821848,7.367613212,41.89757728,1.381427477,32.72885538,4.604758254,6.165675322,0,0,4.730951534,22.16102698
B2,23,0,1,1,2,22,13,16,7,0,7.007615741,3.282143435,0,0.142701888,0.142701888,0.285403777,3.139441547,1.85512455,2.283230216,0.998913219,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,4,5.930690484,20.57047722,68.07025987,1.755116198,0,0,1.997112602,0.235865417,2.406159761,0.846340615,13.18575554,15.38674992,7.410972091,3.357613597,3.75360924,32.55636489,1.154956689,41.73430455,2.021174206,4.127644813,0,0,22.41444017,23.78396465
B4,7,17,8,26,19,108,19,35,108,0,7.006458333,0.999078231,2.426332848,1.141803693,3.710862002,2.711783771,15.41434986,2.711783771,4.995391157,15.41434986,0,0.6316539,0.2673118,0.101034164,B4,5438.99848,22,19.91162915,80.55282329,6.171600599,0.136430482,10.60139058,0.48193625,4.759515447,0.48193625,18.63665687,5.620227147,37.31632141,37.33411293,10.83793277,4.209854888,1.634291449,12.15294389,0.75263422,23.31720973,9.289656658,16.26534843,0,0,13.69524252,23.4467497
B10,0,0,2,0,1,2,11,1,5,0,7.004733796,0,0,0.2855212,0,0.1427606,0.2855212,1.570366601,0.1427606,0.713803,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,7,0.946502778,8.555642762,0,0,0,0,25.03770739,1.134657099,0,0,41.32730015,18.5049224,4.223227752,0.734189888,19.90950227,66.26063742,0.452488688,6.273986315,9.049773755,7.091606872,0,0,2.40859045,19.27841078
B14,0,0,0,0,2,11,0,0,0,0,7.002638889,0,0,0,0,0.285606617,1.570836391,0,0,0,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,7,1.002479225,3.512961389,0,0,0,0,0,0,0,0,78.06267809,90.16260164,21.93732191,9.83739836,0,0,0,0,0,0,0,0,2.114846841,7.444746165
B8,13,0,14,21,9,46,19,7,20,0,7.000509259,1.857007757,0,1.999854508,2.999781762,1.285620755,6.570950526,2.714088261,0.999927254,2.856935011,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,30,12.0848351,36.23307828,18.90070922,0.563768973,0,0,13.73522459,1.876601616,24.82269504,10.10053223,29.14893617,39.34949734,7.612293145,3.989749655,2.695035461,27.0411985,0.24822695,10.37650306,2.836879432,6.702148629,0,0,17.7281659,39.61180198
B10,36,22,25,0,14,32,9,26,42,0,6.996331019,5.145554135,3.144505305,3.573301482,0,2.00104883,4.573825898,1.286388534,3.716233542,6.00314649,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,19,19.14003206,49.20150277,33.06698529,1.150393632,14.29318199,1.022572118,15.49548204,2.469279261,0,0,28.64610559,45.10356447,3.345530581,2.045144235,0.806511837,9.438456848,0.582480771,28.39961654,3.763721902,10.3709729,0,0,48.7061417,110.8656366
B14,28,7,7,0,17,39,6,12,19,0,6.995034722,4.002839316,1.000709829,1.000709829,0,2.430295299,5.575383332,0.857751282,1.715502564,2.716212393,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,46,14.54460257,40.97477874,33.85099273,1.074593538,5.985846275,0.390761287,5.710634952,0.830367734,0,0,45.78336937,65.77698695,5.366620797,2.993510571,0.707686259,7.55704417,0.35384313,15.74209755,2.241006487,5.634638197,0,0,30.6835354,86.83466544
B8,15,1,5,25,18,54,15,3,16,0,6.99380787,2.144754371,0.142983625,0.714918124,3.574590618,2.573705245,7.721115736,2.144754371,0.428950874,2.287737996,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,27,15.60809248,46.40390557,16.90179553,0.508411906,0.796995238,0.049300549,3.801758888,0.523818328,22.90216196,9.397917052,45.18138512,61.50859678,6.925613778,3.660565724,1.648955661,16.68515437,0.082447783,3.475688666,1.758886039,4.190546621,0,0,22.89670074,50.73105587
B3,37,3,7,31,36,113,22,16,35,0,6.992546296,5.291348592,0.429028264,1.00106595,4.433292064,5.148339171,16.16006462,3.146207271,2.288150743,5.005329749,0,0.5095692,0.35029477,0.14013608,B3,1480.765,28,29.5614775,91.26575256,22.01635141,0.637751105,1.262638478,0.075213889,2.810700982,0.372935535,14.9968555,5.92622771,47.71902666,62.55915259,7.653233999,3.895452694,1.277151565,12.4447648,0.232209375,9.426807485,2.031832035,4.661694192,0,0,56.99100856,120.9535247
B3,1,5,16,10,13,60,20,16,18,0,6.992523148,0.143009895,0.715049474,2.288158317,1.430098948,1.859128633,8.58059369,2.860197897,2.288158317,2.574178107,0,0.5095692,0.35029477,0.14013608,B3,1480.765,19,11.14333101,46.27514177,1.578542096,0.033994685,5.582648869,0.247234069,17.04312115,1.681191668,12.83367556,3.770319549,45.71355237,44.55466964,10.78028747,4.079362136,3.080082136,22.31287472,0.616016427,18.59200197,2.772073922,4.728351567,0,0,21.48301527,61.32794992
B7,1,2,7,2,23,23,7,4,2,0,6.9925,0.143010368,0.286020737,1.001072578,0.286020737,3.28923847,3.28923847,1.001072578,0.572041473,0.286020737,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,7,11.18627101,43.9599571,1.572487852,0.035785159,2.224495018,0.104102281,7.427767835,0.774260711,2.556890825,0.79377989,80.56762976,82.97927714,4.116594221,1.64611731,1.073894145,8.220826964,0.153413449,4.892807183,0.306826899,0.553043366,0,0,26.959868,32.22287511
B3,21,0,3,1,2,56,6,16,11,0,6.99099537,3.003864098,0,0.429123443,0.143041148,0.286082295,8.01030426,0.858246885,2.28865836,1.573452623,0,0.5095692,0.35029477,0.14013608,B3,1480.765,4,6.459738223,18.62681823,57.19663418,1.773921057,0,0,5.513728969,0.783289818,2.214348989,0.936876059,12.13463242,17.03271387,17.36049601,9.460912302,1.594331266,16.63338965,1.062887511,46.19874059,2.922940656,7.18015666,0,0,12.45360609,24.68592276
B11,3,2,5,1,10,39,6,5,15,0,6.983715278,0.429570777,0.286380518,0.715951295,0.143190259,1.431902591,5.584420104,0.859141555,0.715951295,2.147853886,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,30,6.602502846,25.23871507,8.002602468,0.18722342,3.773584904,0.181549983,9.000216868,0.964484284,2.168726956,0.69215931,59.42311864,62.91841598,11.84124919,4.867808918,1.56148341,12.28866448,0.325309043,10.66606149,3.903708523,7.233632133,0,0,17.95559719,54.20063026
B7,13,5,13,3,16,48,5,1,51,0,6.9753125,1.863715783,0.716813763,1.863715783,0.430088258,2.293804041,6.881412123,0.716813763,0.143362753,7.311500381,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,16,13.10909009,37.77178442,17.48687664,0.542756291,4.757217849,0.303639883,11.80008749,1.677610354,3.280839897,1.389152466,47.944007,67.34732607,7.349081365,4.008046457,0.656167979,6.850874864,0.032808399,1.427107455,6.692913386,16.45348616,0,0,31.59402614,27.68691264
B7,1,10,46,1,6,35,6,1,35,0,6.974664352,0.143376075,1.433760751,6.595299455,0.143376075,0.860256451,5.018162629,0.860256451,0.143376075,5.018162629,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,20,10.81055606,21.2167916,1.631299733,0.074334369,11.53846154,1.081227193,50.63660477,10.56899581,1.326259946,0.824435734,21.80371354,44.96553589,6.49867374,5.203405865,0.954907162,14.63711313,0.039787798,2.540883901,5.570291777,20.10406811,0,0,26.05436292,15.55201759
B8,3,2,7,3,16,9,9,3,8,0,6.973923611,0.430173912,0.286782608,1.003739127,0.430173912,2.294260863,1.290521735,1.290521735,0.430173912,1.147130431,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,37,8.814263453,33.93785381,6.00292826,0.139428765,2.830649098,0.135203651,9.451765083,1.00557715,4.88042948,1.546391753,71.31934277,74.9704242,2.04978038,0.836572587,1.756954611,13.72739564,0.146412884,4.765928682,1.561737432,2.873077572,0,0,12.93031502,37.10254852
B10,16,7,18,1,16,24,20,29,15,1,6.973622685,2.294359865,1.003782441,2.581154848,0.143397492,2.294359865,3.441539797,2.867949831,4.158527255,2.150962373,0.143397492,0.42945632,0.3802739,0.19026981,B10,1033.385621,27,13.47793023,55.52064078,20.9383977,0.454568934,6.479412704,0.28927114,15.89530801,1.580660158,1.063942976,0.315098921,46.64325992,45.82881347,3.574848388,1.363706803,2.553463134,18.64765742,0.925630386,28.1626117,1.91509735,3.293041995,0.01063943,0.064569451,34.29764264,125.1045362
B11,0,2,1,0,7,9,13,1,1,0,6.968483796,0,0.287006479,0.14350324,0,1.004522677,1.291529157,1.865542115,0.14350324,0.14350324,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,18,3.547400083,18.91516201,0,0,7.038834947,0.242773689,3.357605188,0.257947046,0,0,77.58899675,58.8953797,5.097087381,1.502162204,6.310679613,35.60427889,0.121359224,2.852590858,0.485436895,0.644867614,0,0,9.647203258,40.62067739
B8,26,9,22,26,22,134,26,26,92,0,6.966828704,3.731970615,1.291835982,3.157821289,3.731970615,3.157821289,19.2340024,3.731970615,3.731970615,13.20543448,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,45,25.55682184,84.22483528,17.96124684,0.487405842,4.397641112,0.245407137,10.25554619,1.274753741,14.60263971,5.405773885,33.85565852,41.5794676,10.53636619,5.024029449,1.752316765,15.99577355,0.438079191,16.66041788,6.200505475,13.32697092,0,0,37.4912503,92.07877595
B3,16,1,4,23,22,61,17,9,15,0,6.966388889,2.296742294,0.143546393,0.574185574,3.301567048,3.158020655,8.756329997,2.440288688,1.291917541,2.153195901,0,0.5095692,0.35029477,0.14013608,B3,1480.765,30,17.19685793,56.94485427,16.42737896,0.443660197,0.726210349,0.040332745,2.771285478,0.342828334,19.19866444,7.073355179,50.31719533,61.50239476,7.128547579,3.382908999,1.702838064,15.47012856,0.225375626,8.530375601,1.502504174,3.214015629,0,0,33.15349435,75.46840565
B7,1,29,51,2,3,117,5,16,102,0,6.966319444,0.143547824,4.162886906,7.320939042,0.287095649,0.430643473,16.79509545,0.717739122,2.29676519,14.64187808,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,27,15.60508398,35.66445696,1.131450646,0.044274502,23.20853647,1.86757899,38.93846013,6.979271483,1.839757154,0.982088953,7.561401894,13.39102435,15.06761108,10.36023345,0.551927146,7.265043271,0.441541717,24.2141276,11.25931377,34.89635741,0,0,37.60958448,26.14223075
B14,30,1,2,0,2,19,8,12,6,0,6.96619213,4.306513435,0.143550448,0.287100896,0,0.287100896,2.727458509,1.148403583,1.722605374,0.861302687,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,47,7.121537718,15.73312909,74.38016527,3.010948904,1.753678696,0.145985402,3.34609958,0.620437957,0,0,11.04616006,20.23722629,5.361822213,3.813868612,1.935093731,26.35036496,0.725660149,41.1678832,1.451320298,4.65328467,0,0,15.02371437,33.34199824
B2,63,1,27,45,5,141,38,4,102,4,6.965740741,9.044264256,0.14355975,3.876113253,6.460188754,0.71779875,20.24192476,5.455270504,0.574239,14.64309451,0.574239,0.6990765,0.2138661,0.087057345,B2,1237.187186,33,28.16211617,57.07361424,39.50145282,1.743133112,0.443492889,0.040245498,11.4237651,2.309085422,22.93928735,13.80923634,6.98373859,13.94758023,10.06270072,7.802595834,2.324514452,34.50548346,0.061171433,3.783076766,6.23948616,21.80802898,0.020390478,0.251534359,106.4358475,65.98956402
B5,13,6,14,21,11,79,8,26,59,0,6.965509259,1.866338772,0.861387126,2.009903293,3.01485494,1.57920973,11.34159716,1.148516168,3.732677545,8.470306736,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,27,14.9091755,50.09396829,15.39720751,0.40982432,5.026480503,0.275126816,11.18921521,1.364170464,20.22147328,7.342446909,29.02262878,34.96116699,10.64997593,4.980941738,0.924410207,8.276731726,0.751083293,28.01708079,6.817525277,14.37251025,0,0,20.88473999,53.9820176
B1,4,0,2,1,1,46,7,1,1,1,6.964895833,0.574308661,0,0.28715433,0.143577165,0.143577165,6.604549601,1.005040157,0.143577165,0.143577165,0.143577165,0.6375721,0.23959127,0.12283663,B1,3170.345282,4,2.549930453,7.707222227,27.70270272,0.819672132,0,0,9.346846836,1.266766019,5.630630624,2.27272727,15.42792791,20.65946346,36.26126128,18.85245902,4.729729734,47.07526084,0.168918919,7.00447093,0.675675675,1.583457524,0.056306306,0.465722801,3.35699568,3.81295793
B6,0,0,6,10,5,6,19,9,31,0,6.964560185,0,0,0.861504509,1.435840848,0.717920424,0.861504509,2.728097611,1.292256763,4.451106628,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,27,5.138874395,28.6866643,0,0,0,0,13.91450126,1.021072126,27.94076558,6.106411733,38.27884884,27.75414185,2.347024309,0.660693729,6.370494551,34.3310476,0.75440067,16.93778467,10.39396479,13.18884829,0,0,7.516698145,31.01877138
B5,0,0,19,7,31,50,5,6,33,0,6.96025463,0,0,2.729785189,1.005710333,4.453860045,7.183645234,0.718364523,0.862037428,4.741205855,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,46,17.16172846,62.99338506,0,0,0,0,13.20217664,1.473372106,5.860192551,1.947770556,71.10925073,78.41030904,5.860192549,2.508837952,0.502302218,4.116775001,0.150690666,5.145398563,3.315194642,6.397536778,0,0,24.04011119,67.88262413
B4,66,40,17,7,13,197,20,10,9,2,6.957800926,9.48575573,5.748942867,2.443300718,1.006065002,1.868406432,28.31354362,2.874471433,1.437235717,1.293512145,0.287447143,0.6316539,0.2673118,0.101034164,B4,5438.99848,8,29.33254374,47.92318774,39.77656916,2.177303263,17.0513009,1.919385796,6.91361654,1.733445297,3.429859377,2.561180423,17.45308443,43.23716411,13.51364594,12.99784069,1.175951786,21.65307101,0.146993973,11.27639156,0.529178304,2.294265835,0.009799598,0.149952015,20.17495893,13.94914469
B3,15,2,7,5,11,9,9,3,20,0,6.956851852,2.156147683,0.287486358,1.006202252,0.718715894,1.581174967,1.29368861,1.29368861,0.431229537,2.874863577,0,0.5095692,0.35029477,0.14013608,B3,1480.765,33,9.482737508,28.05723108,27.96725785,0.845330191,2.637562531,0.163942825,8.807033501,1.219324761,7.579202666,3.125160099,45.68743367,62.49807878,1.909959073,1.01439623,1.637107777,16.64531995,0.136425648,5.778984585,3.638017281,8.709462575,0,0,18.28158875,37.18394794
B5,9,4,16,23,15,65,26,7,60,0,6.955196759,1.293996462,0.575109539,2.300438155,3.306879848,2.15666077,9.345530004,3.738212002,1.006441693,8.626643081,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,18,16.03980503,55.63609678,9.922911437,0.255840397,3.119397635,0.165391772,11.90390821,1.40583006,20.6167085,7.251395494,36.8411617,42.98893942,8.157045536,3.6954724,2.796701327,24.25573703,0.188239512,6.801736615,6.453926139,13.17965681,0,0,22.46852334,59.95429904
B6,3,0,15,20,12,31,14,28,36,0,6.953703704,0.431424767,0,2.157123835,2.876165113,1.725699068,4.458055925,2.013315579,4.026631158,5.177097204,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,46,11.5334221,51.21731025,4.600997506,0.092657588,0,0,15.52369077,1.431980907,24.93765586,6.851045907,40.99750624,37.36627826,5.411471321,1.914923487,2.094763092,14.19065001,1.047381546,29.56057841,5.386533666,8.591885442,0,0,16.87008591,55.38106561
B10,1,2,5,2,4,7,7,3,9,0,6.95369213,0.143808495,0.28761699,0.719042475,0.28761699,0.57523398,1.006659465,1.006659465,0.431425485,1.294276455,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,48,3.31766198,13.61435022,5.33159948,0.116193092,7.542262679,0.338016267,17.98872995,1.795711419,8.669267447,2.577374036,47.50758561,46.85750502,4.247941049,1.626703285,3.641092328,26.69272209,0.390117035,11.91507341,4.681404421,8.080701384,0,0,8.442541474,30.67718503
B3,12,3,10,6,11,24,13,11,6,0,6.952604167,1.725971983,0.431492996,1.438309986,0.862985991,1.582140984,3.451943966,1.869802981,1.582140984,0.862985991,0,0.5095692,0.35029477,0.14013608,B3,1480.765,17,9.748865083,33.53851224,21.77633521,0.566086285,3.850693423,0.205849558,12.24550015,1.458101038,8.852168778,3.139205763,44.46739451,52.31580753,4.957214518,2.264345142,2.301563883,20.12608285,0.486869283,17.73737027,1.062260253,2.187151556,0,0,18.79465102,44.44823118
B1,13,6,19,37,15,136,14,13,40,0,6.951550926,1.870086278,0.863116744,2.733203022,5.322553254,2.15779186,19.56397953,2.013939069,1.870086278,5.754111626,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,28,20.28180495,55.19343872,11.34122987,0.372706422,3.702390241,0.250208507,11.18519044,1.683694745,26.24299596,11.76501251,29.15100362,43.35644287,13.50450387,7.798165138,1.19157387,13.17243536,0.276615363,12.73978315,3.404496773,8.861551293,0,0,26.70109356,27.30559125
B1,37,1,25,20,8,45,37,4,36,0,6.950335648,5.323483911,0.143877944,3.596948589,2.877558871,1.151023548,6.47450746,5.323483911,0.575511774,5.179605968,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,47,17.87395693,45.31579709,36.63366337,1.292227585,0.700313936,0.050800102,16.7028898,2.698755398,16.09917089,7.747015495,17.64469129,28.16865633,5.071238832,3.143256287,3.574015938,42.40855982,0.096595025,4.775209549,3.477420913,9.715519433,0,0,23.53115008,22.41887191
B2,4,6,13,23,20,64,9,10,61,0,6.949965278,0.575542444,0.863313666,1.870512942,3.309369052,2.877712219,9.2086791,1.294970498,1.438856109,8.777022267,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,28,16.74684626,56.3599938,4.227167284,0.112330866,4.484921387,0.245085525,9.270555888,1.128414603,19.76114787,7.163645648,47.08308274,56.62496809,7.698255863,3.594587695,0.927914769,8.294613222,0.257754102,9.599183046,6.289200102,13.2371713,0,0,63.29299843,65.16446293
