Waterpoint,zebra,wildebeest,oryx,eland,elephant,impala,rhino,giraffe,kudu,springbok,time_range_days,RAI_zebra,RAI_wildebeest,RAI_oryx,RAI_eland,RAI_elephant,RAI_impala,RAI_rhino,RAI_giraffe,RAI_kudu,RAI_springbok,Woody.fraction,Herbaceous.fraction,Bare.fraction,Site,Area..ha.,Week,Grazing_units_absolute,Browsing_units_absolute,Grazing_percentage_zebra,Browsing_percentage_zebra,Grazing_percentage_wildebeest,Browsing_percentage_wildebeest,Grazing_percentage_oryx,Browsing_percentage_oryx,Grazing_percentage_eland,Browsing_percentage_eland,Grazing_percentage_elephant,Browsing_percentage_elephant,Grazing_percentage_impala,Browsing_percentage_impala,Grazing_percentage_rhino,Browsing_percentage_rhino,Grazing_percentage_giraffe,Browsing_percentage_giraffe,Grazing_percentage_kudu,Browsing_percentage_kudu,Grazing_percentage_springbok,Browsing_percentage_springbok,Grazing_units_per_1000ha,Browsing_units_per_1000ha
B14,70,39,18,0,12,109,6,9,42,1,7.931145833,8.825963041,4.917322266,2.269533353,0,1.513022236,13.74328531,0.756511118,1.134766677,5.295577825,0.126085186,0.39439645,0.39619225,0.20941132,B14,1196.438789,28,23.84901299,33.86269849,45.51942902,2.867036526,17.93814433,2.323416614,7.898493257,2.278735524,0,0,17.38302935,49.5513274,8.067671162,8.928770898,0.380650278,8.064936516,0.142743854,12.60006702,2.664551943,13.2926239,0.005286809,0.093085601,50.31227431,71.76258627
B6,1,0,9,21,4,17,43,15,49,0,7.93037037,0.126097515,0,1.134877639,2.648047824,0.504390062,2.143657762,5.422193163,1.891462731,6.178778255,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,34,6.876097516,41.63361667,2.25563909,0.03331617,0,0,13.69888135,0.926795287,38.51091142,7.759638974,20.09902807,13.43550293,4.364569961,1.132749795,9.462681092,47.015174,0.825233816,17.08210921,10.7830552,12.61471363,0,0,10.05775691,45.0182574
B2,42,0,21,22,12,81,14,14,56,2,7.929803241,5.296474417,0,2.648237209,2.774343742,1.513278405,10.21462923,1.765491472,1.765491472,7.06196589,0.252213067,0.6990765,0.2138661,0.087057345,B2,1237.187186,40,18.17825684,42.97458457,35.83766909,1.355713363,0,0,12.09157128,2.09519338,15.26187998,7.876049063,22.80957336,39.05158754,7.866805409,5.229180115,1.165452653,14.83068255,0.291363163,15.4469159,4.661810614,13.96795587,0.013874436,0.146722225,68.70286881,49.68800622
B3,34,8,55,18,35,82,23,16,71,0,7.928483796,4.288335686,1.009020161,6.93701361,2.270295363,4.414463206,10.34245665,2.900932964,2.018040323,8.955053933,0,0.5095692,0.35029477,0.14013608,B3,1480.765,40,29.20734985,82.665238,18.05933411,0.570635175,3.005570669,0.1952976,19.71326165,2.853175875,7.773027594,3.350574449,41.41296368,59.22247143,4.957464264,2.752475549,1.191864231,12.66840604,0.207280736,9.1789872,3.679233062,9.207976687,0,0,56.30829261,109.5553548
B5,36,0,32,23,9,158,18,16,26,0,7.918425926,4.546358119,0,4.041207217,2.904617687,1.13658953,19.95346063,2.27317906,2.020603609,3.283480864,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,34,18.48599726,41.00688736,30.25003416,1.219549752,0,0,18.14455527,3.350682147,15.71252903,8.64155708,16.84656374,30.73819716,15.11135401,10.70493671,1.475611423,20.01170275,0.327913649,18.52730129,2.131438721,6.806073111,0,0,25.89514399,44.1896418
B4,178,117,34,25,11,265,28,17,73,2,7.901354167,22.527784,14.80758836,4.303059866,3.164014607,1.392166427,33.53855484,3.54369636,2.151529933,9.238922653,0.253121169,0.6316539,0.2673118,0.101034164,B4,5438.99848,10,57.43825557,61.78687725,48.24167107,4.010651372,22.4286092,3.834494059,6.218050415,2.367882016,5.508549269,6.247439574,6.641106998,24.98770995,8.174687116,11.94182712,0.740349022,20.70462925,0.112374405,13.09299468,1.930195664,12.70995494,0.004406839,0.102417042,39.50610138,17.98449001
B8,7,3,20,5,10,38,18,6,16,0,7.899918981,0.886085037,0.37975073,2.531671533,0.632917883,1.265835767,4.810175913,2.27850438,0.75950146,2.025337227,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,11,8.835533652,29.69017791,12.33524356,0.328288212,3.739255014,0.204647197,23.78223495,2.89916862,7.163323778,2.60072479,39.25501433,47.28202943,7.621776503,3.56427201,3.094555874,27.70411426,0.257879656,9.618418247,2.750716333,5.798337242,0,0,12.96151789,32.45877811
B14,4,3,5,0,0,59,5,3,4,0,7.890763889,0.50692177,0.380191328,0.633652213,0,0,7.477096113,0.633652213,0.380191328,0.50692177,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,10,2.675279643,6.124882291,23.3064898,0.910407614,12.36380863,0.993171943,19.65892942,3.517483964,0,0,0,0,39.12837518,26.85702462,2.842254856,37.34740327,0.426338229,23.33954067,2.273803883,7.034967923,0,0,5.643814413,12.97998723
B4,28,21,12,21,22,145,18,17,88,1,7.885717593,3.550723149,2.663042362,1.521738492,2.663042362,2.789853903,18.38767345,2.282607738,2.155796197,11.15941561,0.126811541,0.6316539,0.2673118,0.101034164,B4,5438.99848,23,22.50778042,65.43095083,19.40391008,0.59693393,10.29353766,0.651200651,5.61158375,0.790743648,11.83165249,4.965404966,33.96247676,47.28569491,11.43726407,6.182529992,1.21696997,12.59375545,0.287340132,12.38831715,5.949630964,14.49696688,0.00563412,0.048452429,15.48087849,19.04518133
B2,32,1,8,15,7,60,18,22,15,0,7.877916667,4.061987624,0.126937113,1.015496906,1.904056699,0.888559793,7.616226794,2.284868038,2.792616491,1.904056699,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,10,11.94097424,35.03210451,41.8411821,1.275454743,0.9248432,0.057975215,7.058573402,0.985578665,15.94557245,6.630915285,20.38907197,28.12884993,8.929520568,4.782955286,2.296162432,23.54518443,0.701605187,29.97318646,1.913468694,4.619899993,0,0,45.12969501,40.50476449
B4,26,12,8,44,11,98,34,13,42,0,7.874976852,3.301597006,1.523814003,1.015876002,5.587318011,1.396829503,12.44448102,4.317473008,1.650798503,5.33334901,0,0.6316539,0.2673118,0.101034164,B4,5438.99848,42,18.59434037,52.32396333,21.83978693,0.694090523,7.12968654,0.465962869,4.534589907,0.660114064,30.04848733,13.0275452,20.58321383,29.60563039,9.369664683,5.23237471,2.78631428,29.78764713,0.266338865,11.86263803,3.44191764,8.663997087,0,0,12.78920971,15.23009152
B7,2,1,38,6,10,120,22,7,62,0,7.867060185,0.254224571,0.127112285,4.830266848,0.762673713,1.271122855,15.25347426,2.79647028,0.889785998,7.880961699,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,42,12.12142754,40.21324263,2.579697987,0.069541029,0.912332211,0.050575294,33.07466443,4.083954988,6.29194631,2.3138197,28.73322148,35.05500064,17.61744967,8.344923506,2.768456375,25.10431154,0.220218121,8.319635855,7.802013422,16.65823745,0,0,29.21367509,29.47651409
B11,1,12,2,1,4,20,11,7,7,0,7.8646875,0.127150634,1.525807605,0.254301268,0.127150634,0.508602535,2.543012675,1.398656971,0.890054436,0.890054436,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,10,3.873008305,15.85186951,4.038082738,0.088232935,34.2744583,1.540065774,5.4497702,0.545439963,3.282994096,0.978583462,35.98161522,35.58193632,9.192383452,3.529317398,4.333552198,31.85208951,0.689428759,21.11173498,2.757715035,4.772599662,0,0,10.53269929,34.04219731
B3,6,1,11,2,9,50,4,4,4,0,7.863761574,0.762993631,0.127165605,1.398821658,0.25433121,1.144490447,6.358280262,0.508662421,0.508662421,0.508662421,0,0.5095692,0.35029477,0.14013608,B3,1480.765,20,6.627871344,19.16258505,14.15963161,0.437985268,1.669224863,0.106178247,17.51726785,2.481916518,3.837298535,1.61921826,47.31389102,66.23531754,13.4305449,7.299754464,0.92095165,9.582586769,0.230237913,9.980755195,0.92095165,2.256287743,0,0,12.77774673,25.3959688
B6,0,1,12,20,28,18,37,12,41,0,7.858148148,0,0.127256445,1.527077344,2.545128906,3.563180468,2.290616015,4.708488476,1.527077344,5.217514257,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,42,15.24404958,70.83857284,0,0,0.726270973,0.028742859,8.314550466,0.73294291,16.69588447,4.383286028,64.0454128,55.78270398,2.103681442,0.711385765,3.706486351,23.99489814,0.30052592,8.105486296,4.107187578,6.260554019,0,0,22.29766879,76.59745564
B7,4,10,71,1,2,92,10,7,82,0,7.832789352,0.510673761,1.276684403,9.064459264,0.12766844,0.255336881,11.74549651,1.276684403,0.893679082,10.46881211,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,29,13.17027631,25.78136484,4.769290419,0.217886501,8.433501355,0.792314549,57.1248546,11.95404576,0.96936797,0.604139842,5.312136494,10.98346045,12.48545948,10.02277904,1.163241566,17.876597,0.203567274,13.03357432,9.538580847,34.51520254,0,0,31.74149013,18.8978733
B6,0,0,7,29,4,9,28,26,36,0,7.832337963,0,0,0.893730586,3.702598143,0.510703192,1.149082182,3.574922345,3.319570749,4.59632873,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,29,7.084730032,40.03146972,0,0,0,0,10.47035502,0.759073802,52.26166877,11.28404669,19.75130654,14.14811507,2.270679401,0.631498373,6.055145072,32.2383109,1.405658677,31.17943484,7.785186522,9.759520318,0,0,10.36292639,43.28586253
B3,6,6,5,6,17,70,3,4,8,0,7.831006944,0.766184993,0.766184993,0.638487494,0.766184993,2.17085748,8.938824917,0.383092496,0.510789995,1.021579991,0,0.5095692,0.35029477,0.14013608,B3,1480.765,29,10.28858748,31.57192961,9.159736875,0.266947096,6.478838278,0.388286685,5.150800545,0.687591005,7.446940549,2.960685974,57.81308179,76.25384243,12.16333623,6.228765572,0.446816432,4.38035916,0.148938811,6.083158062,1.191510488,2.75036402,0,0,19.83517154,41.84194027
B14,1,11,3,0,28,28,8,7,11,0,7.81681713,0.127929307,1.407222379,0.383787922,0,3.582020602,3.582020602,1.023434458,0.89550515,1.407222379,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,36,12.3349438,49.14020549,1.275668946,0.028636884,9.925326693,0.458190149,2.582451776,0.265542018,0,0,79.56855424,80.83932105,4.065546567,1.603665521,0.995644058,7.518483809,0.217797137,6.852025405,1.369010578,2.434135166,0,0,26.02200252,104.13902
B11,5,16,5,13,19,51,12,10,18,0,7.816608796,0.639663584,2.04692347,0.639663584,1.663125319,2.43072162,6.52456856,1.535192602,1.279327169,2.302788904,0,0.4955634,0.39133173,0.11310486,B11,939.6447252,23,12.83421015,43.34616312,6.130382773,0.16232808,13.87559809,0.755563426,4.136762359,0.501741337,12.9585327,4.680951538,51.89393939,62.18936308,7.117224881,3.311492828,1.435406698,12.78554985,0.299043062,11.09733782,2.153110049,4.51567204,0,0,34.90281083,93.08672625
B8,5,1,4,3,26,19,18,7,6,0,7.812037037,0.640037928,0.128007586,0.512030343,0.384022757,3.328197227,2.432144127,2.304136541,0.896053099,0.768045514,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,48,11.56292521,50.51819367,6.80836931,0.139363993,0.963135174,0.040542253,3.67541238,0.344609148,3.321155762,0.927404029,78.86637883,73.06220703,2.944758109,1.05916635,2.391232148,16.46522234,0.232480903,6.669200554,0.797077383,1.292284303,0,0,16.9625365,55.22900011
B10,23,5,16,1,2,34,21,14,15,0,7.809861111,2.944994754,0.640216251,2.048692003,0.12804325,0.2560865,4.353470506,2.688908253,1.792605502,1.920648752,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,10,7.925877185,23.15662179,45.70274637,1.398949406,7.027463653,0.442355544,21.453958,3.008017696,1.615508883,0.674592203,8.852988681,12.26430742,7.689822295,4.136024331,4.07108239,41.91871717,0.678513732,29.10699475,2.907915993,7.050041471,0,0,20.1691876,52.17876429
B1,28,3,68,73,15,179,27,13,81,0,7.801238426,3.589173727,0.384554328,8.716564767,9.357488647,1.92277164,22.9450749,3.460988951,1.666402088,10.38296685,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,29,31.53345489,68.79292372,14,0.573909479,1.06097561,0.089440438,22.94308943,4.308047776,29.67479675,16.59492798,16.70731708,30.99670189,10.18699187,7.337842622,1.317073171,18.16199899,0.158536585,9.108017964,3.95121951,12.82911286,0,0,41.5139447,34.03360073
B2,10,7,6,10,9,45,7,10,27,0,7.786863426,1.284214125,0.898949887,0.770528475,1.284214125,1.155792712,5.778963562,0.898949887,1.284214125,3.467378137,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,29,8.823835251,27.22405523,17.90132441,0.518892401,8.863338667,0.528326808,7.247853298,0.962309543,14.55392229,5.754988445,35.88997234,47.08240954,9.168971039,4.670031606,1.222529471,11.9203736,0.436617669,17.7366857,4.71547082,10.82598236,0,0,33.34878592,31.47695409
B10,1,11,27,1,5,63,18,7,45,0,7.771678241,0.128672337,1.415395705,3.474153093,0.128672337,0.643361684,8.106357218,2.316102062,0.900706358,5.790255155,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,36,8.299365724,27.16659047,1.906976747,0.052100602,14.8372093,0.833609625,34.74418604,4.348032018,1.550387599,0.577843036,21.24031008,26.26343959,13.6744186,6.564675792,3.348837209,30.77724624,0.325581395,12.46625303,8.372093022,18.11680007,0,0,21.11961368,61.21441779
B5,42,10,26,51,18,80,17,31,73,0,7.769965278,5.405429561,1.287007038,3.3462183,6.563735895,2.316612669,10.29605631,2.187911965,3.989721819,9.39515138,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,23,26.40809742,68.78795219,25.17666553,0.864391558,4.239972707,0.299356384,10.51708173,1.653944021,24.85501243,11.64122137,24.03625908,37.34845083,5.458355672,3.292920223,0.994200497,11.48218829,0.453238462,21.80811256,4.269213899,11.60941476,0,0,36.99240432,74.12693727
B7,6,0,57,1,1,81,10,4,75,0,7.738055556,0.775388592,0,7.366191621,0.129231432,0.129231432,10.46774599,1.29231432,0.516925728,9.692357397,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,23,10.35014539,21.33094016,9.21463354,0.399854598,0,0,59.07104507,11.74118502,1.248595331,0.739125167,3.421151206,6.718768934,14.15907105,10.79607415,1.498314397,21.87083485,0.14983144,9.111838121,11.23735797,38.62231915,0,0,24.94473389,15.63568907
B4,102,28,22,83,12,156,22,30,76,3,7.692708333,13.25930941,3.639810427,2.859851049,10.78943805,1.559918754,20.27894381,2.859851049,3.899796886,9.879485443,0.389979689,0.6316539,0.2673118,0.101034164,B4,5438.99848,39,41.40154367,71.41958023,39.39213162,2.042190714,7.648591794,0.815420178,5.733304028,1.361460476,26.06047286,18.43068018,10.32371503,24.22234761,6.857358161,6.246701008,0.828911426,14.45550681,0.282583441,20.5311152,2.863512198,11.75806775,0.009419448,0.136510075,28.47603162,20.78830949
B10,15,2,5,7,15,15,5,6,9,0,7.688587963,1.950943408,0.260125788,0.650314469,0.910440257,1.950943408,1.950943408,0.650314469,0.780377363,1.170566045,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,42,9.936805091,29.93007313,24.14921466,0.717017208,2.277486913,0.139057883,5.43193717,0.738745002,9.162303664,3.711107248,53.79581152,72.28837129,2.7486911,1.434034417,0.785340314,7.843733701,0.235602094,9.803580739,1.413612566,3.324352513,0,0,25.28644859,67.44136713
B3,1,1,8,5,10,46,4,3,7,0,7.598217593,0.131609813,0.131609813,1.052878508,0.658049067,1.316098135,6.054051419,0.526439254,0.39482944,0.921268694,0,0.5095692,0.35029477,0.14013608,B3,1480.765,23,6.447564761,21.29183562,2.510716464,0.067993571,1.775872621,0.09889974,13.55378649,1.681295587,10.20616452,3.7705526,55.9297816,68.54988257,13.14553991,6.255408579,0.979791795,8.925701571,0.183710961,6.97243169,1.71463564,3.677834094,0,0,12.43013711,28.21784178
B14,5,6,4,0,9,90,3,2,11,0,7.450416667,0.671103406,0.805324087,0.536882725,0,1.207986131,12.07986131,0.402662044,0.268441362,1.476427493,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,23,7.206308374,20.15726191,11.45464705,0.366227194,9.722480905,0.63923292,6.183646863,0.905579971,0,0,45.93034085,66.46024771,23.46805737,13.18417899,0.670515925,7.211346391,0.111752654,5.007324536,2.45855839,6.225862297,0,0,15.20254796,42.71771923
B6,0,0,5,20,9,8,23,11,16,2,7.400115741,0,0,0.675665108,2.702660431,1.216197194,1.081064173,3.108059496,1.486463237,2.162128345,0.270266043,0.50493085,0.37326506,0.121804066,B6,1831.570135,7,7.426910865,35.96700502,0,0,0,0,7.550946145,0.638713556,36.39010189,9.167418094,44.86899563,37.5,2.037845707,0.661256387,5.021834061,31.19552149,0.600436681,15.5395251,3.493449782,5.109708446,0.036390102,0.187856928,10.86343873,38.89097367
B5,2,2,3,7,10,27,15,14,12,0,7.399988426,0.270270693,0.270270693,0.405406039,0.945947425,1.351353465,3.648654355,2.027030197,1.891894851,1.621624158,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,7,6.558118365,32.96356507,5.069029467,0.090189809,3.585411086,0.131185176,5.130846893,0.418152748,14.42406758,3.501004385,56.45992171,45.46386259,7.788996497,2.435124831,3.709045951,22.19899151,0.865444055,21.57996147,2.967236761,4.181527488,0,0,9.186597667,35.52203609
B6,2,0,10,17,9,5,59,5,34,0,7.337465278,0.272573692,0,1.36286846,2.316876381,1.226581614,0.68143423,8.040923911,0.68143423,4.633752762,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,44,8.780961486,52.60127107,3.81809716,0.057000725,0,0,12.88219774,0.880920303,26.38522427,5.373613845,38.27409593,25.86019277,1.086450411,0.285003627,10.98866987,55.18447507,0.232810802,4.870971086,6.332453824,7.487822571,0,0,12.84402611,56.87753671
B8,10,2,13,12,15,31,13,5,19,0,7.305740741,1.368786596,0.273757319,1.779422575,1.642543915,2.053179894,4.243238448,1.779422575,0.684393298,2.600694532,0,0.51847047,0.38638505,0.095144555,B8,1764.235705,16,11.80715318,37.71417708,14.25921632,0.399230574,2.01715743,0.116139803,12.50869465,1.604181033,13.91143056,5.313396,47.64664966,60.37455087,5.031300719,2.475229558,1.808485973,17.03262803,0.173892882,6.823213443,2.643171806,5.861430696,0,0,17.32081312,41.2310128
B2,25,1,4,6,2,22,10,19,9,0,7.296875,3.426124197,0.137044968,0.548179872,0.822269807,0.274089936,3.014989293,1.370449679,2.60385439,1.233404711,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,7,7.174304069,21.07751606,58.73925501,1.788036411,1.661891119,0.104031209,6.341929327,0.88426528,11.46131805,4.759427826,10.46800383,14.42132641,5.883476598,3.146944082,2.29226361,23.47204161,1.088825215,46.44993498,2.063037249,4.973992197,0,0,27.11455095,24.3702123
B14,3,9,3,0,23,34,5,4,5,0,7.291585648,0.411433143,1.234299429,0.411433143,0,3.154320762,4.662908953,0.685721905,0.548577524,0.685721905,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,37,11.3980695,41.51086123,4.43989893,0.109026034,9.42124895,0.475749967,2.996029359,0.33698956,0,0,75.82721694,84.27051671,5.727349296,2.471256773,0.721934785,5.963393685,0.144386957,4.968944101,0.721934785,1.404123167,0,0,24.04555692,87.97074341
B3,51,3,2,0,4,54,8,3,6,0,7.290393519,6.995507152,0.411500421,0.274333614,0,0.548667228,7.407007573,1.097334455,0.411500421,0.823000841,0,0.5095692,0.35029477,0.14013608,B3,1480.765,7,11.97329058,14.85105019,71.86390193,5.181490716,2.990033224,0.443336104,1.901706955,0.628059481,0,0,12.55584833,40.97164498,8.660785885,10.97256858,1.099782334,26.67405559,0.103104594,10.41839845,0.824836751,4.710446103,0,0,23.0830785,19.6819378
B1,25,2,2,9,5,29,15,8,16,0,7.285717593,3.431370992,0.274509679,0.274509679,1.235293557,0.686274198,3.98039035,2.058822595,1.098038717,2.196077435,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,7,8.903721448,23.93587148,47.40249731,1.576925283,2.682287649,0.18349676,2.558964079,0.389930615,13.87390165,6.296232583,21.11916139,31.79654796,6.258671189,3.658466656,2.77478033,31.05109239,0.369970711,17.24869545,2.959765686,7.798612309,0,0,11.72179202,11.84168152
B3,15,4,30,15,35,182,24,9,66,0,7.2725,2.062564455,0.550017188,4.12512891,2.062564455,4.812650395,25.02578206,3.300103128,1.237538673,9.075283603,0,0.5095692,0.35029477,0.14013608,B3,1480.765,22,26.71433482,87.392231,9.496602841,0.259613569,1.791229154,0.100698597,12.81655343,1.604883882,7.720815318,2.879350494,49.36174593,61.07212537,13.11509162,6.299955946,1.482396541,13.6320725,0.138974676,5.324438291,4.076590488,8.826861351,0,0,51.5020565,115.819988
B1,2,2,15,21,19,27,31,11,43,0,7.264201389,0.275322763,0.275322763,2.064920725,2.890889015,2.615566252,3.716857305,4.267502832,1.514275198,5.919439412,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,22,14.1378239,60.2585166,2.39532619,0.050259292,1.69425511,0.073104425,12.12268744,1.165101775,20.44790652,5.852923034,50.69133399,48.13697942,3.680623174,1.357000891,3.622200584,25.56598817,0.321324245,9.448746942,5.024342746,8.349896055,0,0,18.61251301,29.81141349
B10,39,8,19,2,5,36,21,18,36,0,7.258981481,5.372654566,1.102082988,2.617447096,0.275520747,0.688801867,4.959373445,2.892967843,2.479686723,4.959373445,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,20,13.61348011,34.70597089,48.54280511,1.702853968,7.043108684,0.508077641,15.95830803,2.564204343,2.023881806,0.968523003,13.86359036,22.01008216,5.100182149,3.143730401,2.550091075,30.09169214,0.546448088,26.86460525,4.371584699,12.1462311,0,0,34.64257996,78.2028869
B10,26,11,15,6,15,34,16,21,19,0,7.25818287,3.582163809,1.515530842,2.066632967,0.826653187,2.066632967,4.684368058,2.204408498,2.893286154,2.617735091,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,23,15.25037354,47.35896107,28.89149878,0.832024204,8.645767457,0.512014895,11.24762851,1.483679525,5.420543863,2.129516496,37.13072545,48.3941351,4.30029813,2.176063303,1.734574036,16.80339792,0.569157106,22.97085006,2.059806667,4.698318496,0,0,38.80802562,106.7138415
B10,6,10,20,1,14,81,11,20,39,0,7.254756944,0.827043559,1.378405931,2.756811862,0.137840593,1.929768303,11.16508804,1.516246524,2.756811862,5.375783131,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,37,12.40289657,45.68312936,8.201822632,0.199143081,9.668815293,0.482771106,18.44854412,2.051777201,1.111358079,0.368112968,42.63169593,46.84690121,12.60280062,5.376863195,1.466992665,11.98177539,0.666814848,22.69024199,5.201155813,10.00241386,0,0,31.56197626,102.9376936
B10,6,2,8,0,1,30,7,2,15,0,7.2471875,0.827907378,0.275969126,1.103876504,0,0.137984563,4.139536889,0.965891941,0.275969126,2.069768445,0,0.42945632,0.3802739,0.19026981,B10,1033.385621,51,3.5048079,9.235306801,29.05511811,0.986104886,6.850393701,0.47811146,26.14173228,4.063947408,0,0,10.78740158,16.56955028,16.53543307,9.861048855,3.307086614,37.75586434,0.236220472,11.2356193,7.086614174,19.04975347,0,0,8.918776607,20.80989624
B2,0,4,14,30,9,43,21,11,79,0,7.245891204,0,0.552036994,1.93212948,4.140277456,1.242083237,5.934397687,2.898194219,1.518101734,10.90273063,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,22,12.15999489,46.31452371,0,0,3.949608443,0.190708901,13.18806038,1.41839745,34.04834865,10.90616526,27.9877426,29.74164904,6.83236863,2.818915939,2.860061287,22.59006526,0.374531835,12.32456271,10.75927817,20.00953544,0,0,45.95746121,53.54970538
B3,10,0,1,0,0,10,1,7,18,0,7.244444444,1.380368098,0,0.13803681,0,0,1.380368098,0.13803681,0.966257669,2.484662577,0,0.5095692,0.35029477,0.14013608,B3,1480.765,51,2.349386503,6.745858898,72.26792009,2.250869653,0,0,4.876615753,0.695723348,0,0,0,0,8.22561692,4.501739306,0.70505288,7.386944964,1.233842539,53.85717209,12.69095182,31.30755064,0,0,4.529337422,8.94021457
B14,6,2,5,6,12,29,8,4,6,0,7.243587963,0.828318788,0.276106263,0.690265656,0.828318788,1.656637575,4.003540807,1.10442505,0.552212525,0.828318788,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,20,8.008462145,27.40078549,12.7219445,0.332527207,2.999482853,0.161225313,7.153938972,0.856509472,10.34304431,3.688029023,56.67988277,67.04957678,6.998793311,3.214429666,1.654887088,14.55058444,0.206860886,7.577589681,1.241165317,2.569528417,0,0,16.89478489,58.06835605
B5,3,4,4,4,13,34,16,5,10,0,7.234513889,0.414678864,0.552905152,0.552905152,0.552905152,1.796941743,4.69969379,2.211620607,0.69113144,1.38226288,0,0.51181304,0.39373097,0.094455875,B5,1813.113441,15,8.036476381,33.71615615,6.346749228,0.135290259,5.985552118,0.262381109,5.710354319,0.557559856,6.879944963,2.000655954,61.26590986,59.1054444,8.187134503,3.066579206,3.302373581,23.67989505,0.257997936,7.707445067,2.063983489,3.4847491,0,0,11.2574783,36.33303962
B6,0,1,2,12,5,4,23,3,7,0,7.233935185,0,0.138237346,0.276474692,1.65884815,0.691186729,0.552949383,3.179458954,0.414712038,0.967661421,0,0.50493085,0.37326506,0.121804066,B6,1831.570135,15,4.489948993,23.7865001,0,0,2.678571432,0.092985413,5.110837445,0.395188005,36.94581281,8.508165282,42.17980295,32.22525716,1.72413793,0.511419771,8.497536945,48.25361771,0.277093596,6.555471618,2.586206897,3.457895043,0,0,6.567506553,25.72024411
B1,41,1,1,4,7,2,16,17,8,0,7.233518519,5.668057653,0.138245309,0.138245309,0.552981234,0.96771716,0.276490617,2.211924938,2.350170247,1.105962469,0,0.6375721,0.23959127,0.12283663,B1,3170.345282,51,10.91861447,29.9218146,63.851608,2.083718352,1.101544698,0.073923489,1.050898965,0.157087415,5.064573306,2.254666418,24.28462901,35.8667529,0.354520131,0.203289595,2.430995189,26.6863796,0.645733097,29.53243394,1.215497595,3.141748291,0,0,14.37440836,14.8030791
B7,12,6,12,0,16,46,6,0,44,0,7.232708333,1.659129533,0.829564767,1.659129533,0,2.212172711,6.359996543,0.829564767,0,6.083474955,0,0.64781314,0.19702637,0.15516056,B7,2105.926546,15,11.9208457,34.97721578,17.11899791,0.521780378,6.054279752,0.379476639,11.55184412,1.612775713,0,0,50.84667131,70.13993201,7.469264671,4.00031623,0.835073069,8.561941659,0,0,6.123869172,14.78377737,0,0,28.73025571,25.63847942
B14,1,1,0,0,1,6,2,0,3,0,7.224016204,0.138427154,0.138427154,0,0,0.138427154,0.830562921,0.276854307,0,0.415281461,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,51,0.869322526,3.107689602,19.58598728,0.489977729,13.8535032,0.712694879,0,0,0,0,43.63057328,49.39866378,13.37579614,5.879732728,3.82165604,32.16035628,0,0,5.732484067,11.3585746,0,0,1.833937255,6.585885152
B14,6,6,4,2,6,18,6,27,2,0,7.222199074,0.830771893,0.830771893,0.553847929,0.276923964,0.830771893,2.49231568,0.830771893,3.738473521,0.276923964,0,0.39439645,0.39619225,0.20941132,B14,1196.438789,16,5.351555611,27.80316603,19.09443726,0.328685259,13.50582147,0.478087649,8.589909449,0.677290837,5.174644237,1.21513944,42.53557568,33.13745019,6.520051749,1.972111554,1.862871928,10.78685259,2.09573092,50.55776894,0.620957308,0.846613545,0,0,11.28973069,58.92108986
B2,23,0,8,3,1,57,11,16,46,0,7.221921296,3.184748082,0,1.107738463,0.415401924,0.138467308,7.892636552,1.523140387,2.215476927,6.369496165,0,0.6990765,0.2138661,0.087057345,B2,1237.187186,51,7.750015224,23.74852798,50.54493478,1.475132645,0,0,11.8634983,1.585913357,5.360014296,2.133986358,4.895479724,6.466095275,14.25763802,7.311527024,2.358406289,23.15316891,0.857602287,35.07667192,9.862426301,22.79750452,0,0,29.29039258,27.45848548
